airzone,site,location,instrument,parameter,year,annual metric,annual metric (tfee-adjusted),24-hour metric,24-hour metric (tfee-adjusted),no adjustment,adjusted
Georgia Strait,Port Alberni Elementary,Port Alberni-Elem.School,BAM1020,pm25,2021,8.2,7.7,23,20,orange,orange
Georgia Strait,Port Alberni Elementary,Port Alberni-Elem.School,BAM1020,pm25,2022,7.8,7.2,24,21,orange,orange
Georgia Strait,Port Alberni Elementary,Port Alberni-Elem.School,BAM1020,pm25,2023,6.9,6.9,22,22,orange,orange
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2013,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2014,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2015,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2016,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2017,2.3,2,17,6,yellow,green
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2018,2.9,2.3,20,8,orange,green
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2019,3.1,2.5,20,8,orange,green
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2020,3.1,2.2,18,7,yellow,green
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2021,2.6,1.8,15,5,yellow,green
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2013,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2014,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2015,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2016,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2017,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2018,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2019,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2020,6.1,4.7,24,11,orange,yellow
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2021,5.7,4.8,20,11,orange,yellow
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2022,6.1,4.7,24,10,orange,yellow
Georgia Strait,Powell River James Thomson School,Powell River-J Thomson,PM25_T640,pm25,2023,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2013,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2014,2.7,2.7,9,9,green,green
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2015,2.6,2.6,7,7,green,green
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2016,2.6,2.6,7,7,green,green
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2017,3.1,2.4,21,7,orange,green
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Georgia Strait,Powell River Wildwood,Powell River-Wildwood,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2013,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2014,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2015,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2016,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2017,5.5,4.4,40,11,red,yellow
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2018,6,4.8,41,13,red,yellow
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2019,6.3,5.1,42,14,red,yellow
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2020,6.4,5.2,34,14,red,yellow
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2021,5.8,5,25,12,orange,yellow
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2022,6.2,5.3,28,13,red,yellow
Georgia Strait,Squamish Elementary,Squamish,BAM1020/SHARP,pm25,2023,5.8,5.6,18,14,yellow,yellow
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2013,6.5,6.5,15,15,orange,orange
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2014,6.2,6.2,15,15,yellow,yellow
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2015,6.7,6.5,18,15,orange,orange
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2016,6.9,6.5,19,15,orange,orange
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2017,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2018,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2019,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2020,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2021,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2022,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,BAM1020,pm25,2023,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2013,3.8,3.8,11,11,yellow,yellow
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2014,3.9,3.9,12,12,yellow,yellow
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2015,4.1,3.8,13,11,yellow,yellow
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2016,4.1,3.8,13,11,yellow,yellow
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Georgia Strait,Squamish Gov t Bldg,Squamish,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2013,6.9,6.9,20,20,orange,orange
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2014,6.4,6.4,19,19,yellow,yellow
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2015,6.5,6.5,20,20,orange,orange
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2016,5.5,5.5,16,16,yellow,yellow
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2017,5.8,5.7,17,17,yellow,yellow
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2018,6.7,6.3,20,17,orange,yellow
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2019,7.7,7.3,22,19,orange,orange
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2020,7.9,6.8,31,17,red,orange
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2021,7.4,6.2,34,16,red,yellow
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2022,7,6.1,27,15,orange,yellow
Georgia Strait,Victoria Topaz,Victoria,BAM1020,pm25,2023,6.5,6.4,16,15,orange,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2013,5.8,5.8,18,18,yellow,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2014,5.2,5.2,18,18,yellow,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2015,6.3,5.7,18,17,yellow,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2016,6.7,6.1,17,17,orange,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2017,8.5,6.9,41,18,red,orange
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2018,8.3,6.5,56,18,red,orange
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2019,7.9,6,55,17,red,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2020,6.6,5.3,38,15,red,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2021,5.5,4.8,22,14,orange,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2022,5.5,4.7,24,14,orange,yellow
Georgia Strait,Whistler Meadow Park,Whistler,BAM1020,pm25,2023,4.9,4.7,18,15,yellow,yellow
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2013,3.4,3.4,10,10,green,green
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2014,3.4,3.4,11,11,yellow,yellow
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2015,4.1,3.5,11,11,yellow,yellow
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2016,4.4,3.5,12,11,yellow,yellow
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2017,NA,NA,NA,NA,NA,NA
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2018,NA,NA,NA,NA,NA,NA
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2019,NA,NA,NA,NA,NA,NA
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2020,NA,NA,NA,NA,NA,NA
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2021,NA,NA,NA,NA,NA,NA
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2022,NA,NA,NA,NA,NA,NA
Georgia Strait,Whistler Meadow Park,Whistler,PM25_R&P_TEOM,pm25,2023,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2013,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2014,6.2,6.2,16,16,yellow,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2015,6.4,6.3,18,17,yellow,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2016,5.9,5.8,18,17,yellow,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2017,6,5.5,23,16,orange,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2018,6.2,5.4,26,16,orange,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2019,6.4,5.7,26,17,orange,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2020,6.6,5.6,23,17,orange,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2021,5.7,5,18,15,yellow,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2022,6.2,5,22,15,orange,yellow
Lower Fraser Valley,Abbotsford A Columbia Street,Abbotsford-Airport,PM25 SHARP5030,pm25,2023,5.9,5.3,20,15,orange,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2013,5.3,5.3,14,14,yellow,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2014,6.1,6.1,16,16,yellow,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2015,6.9,6.9,18,18,orange,orange
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2016,5.8,5.8,16,16,yellow,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2017,6,5.7,22,15,orange,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2018,6.2,5.5,26,14,orange,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2019,6.3,5.6,27,15,orange,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2020,6,5.3,21,15,orange,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2021,5.3,4.9,14,13,yellow,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2022,5.8,5,17,14,yellow,yellow
Lower Fraser Valley,Abbotsford Central,Abbotsford-Mill Lake,PM25 SHARP5030,pm25,2023,5.8,5.2,17,15,yellow,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2013,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2014,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2015,6,5.9,16,15,yellow,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2016,5.7,5.6,14,14,yellow,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2017,6.1,5.4,28,14,orange,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2018,6.5,5.4,32,15,red,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2019,6.6,5.5,32,15,red,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2020,6.5,5.5,29,15,red,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2021,6,5.1,26,13,orange,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2022,7,5.4,38,15,red,yellow
Lower Fraser Valley,Agassiz Municipal Hall,Agassiz,PM25_SHARP5030i,pm25,2023,6.8,5.8,28,17,red,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2013,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2014,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2015,6.5,6.3,15,15,orange,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2016,5.8,5.7,14,13,yellow,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2017,5.8,5.1,24,12,orange,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2018,5.7,4.8,30,13,red,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2019,5.7,4.8,30,13,red,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2020,5.6,4.5,32,12,red,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2021,5,4.2,24,10,orange,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2022,5.3,4.3,27,12,orange,yellow
Lower Fraser Valley,Burnaby Kensington Park,Burnaby-Kensington Park,PM25 SHARP5030,pm25,2023,4.9,4.6,16,14,yellow,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2013,4.6,4.6,11,11,yellow,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2014,5.4,5.4,14,14,yellow,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2015,6.4,6.3,15,15,yellow,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2016,5.9,5.8,15,14,yellow,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2017,5.9,5.4,20,14,orange,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2018,5.7,5,23,14,orange,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2019,5.9,5.1,23,14,orange,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2020,5.8,5,18,13,yellow,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2021,5.2,4.7,14,12,yellow,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2022,5.4,4.8,16,14,yellow,yellow
Lower Fraser Valley,Burnaby South,Burnaby-South,PM25 SHARP5030,pm25,2023,5.2,5,17,16,yellow,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2013,4.6,4.6,11,11,yellow,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2014,5,5,13,13,yellow,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2015,5.8,5.7,16,15,yellow,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2016,5.4,5.3,15,15,yellow,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2017,6,5.3,27,14,orange,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2018,6.4,5.2,37,14,red,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2019,7,5.8,39,16,red,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2020,6.6,5.6,28,15,red,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2021,5.9,5.1,16,13,yellow,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2022,6.5,4.9,28,15,red,yellow
Lower Fraser Valley,Chilliwack Airport,Chilliwack,PM25 SHARP5030,pm25,2023,6.6,5.4,29,18,red,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2013,4.1,4.1,11,11,yellow,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2014,4.7,4.7,14,14,yellow,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2015,5.6,5.4,17,16,yellow,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2016,5.4,5.2,16,15,yellow,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2017,6.1,5.1,32,14,red,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2018,6.7,4.9,46,14,red,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2019,6.8,5,45,14,red,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2020,6.4,4.9,31,13,red,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2021,5.6,4.7,15,11,yellow,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2022,6.9,5,32,14,red,yellow
Lower Fraser Valley,Hope Airport,Hope,PM25 SHARP5030,pm25,2023,7.1,5.8,38,22,red,orange
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2013,3.9,3.9,9,9,green,green
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2014,4.2,4.2,11,11,yellow,yellow
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2015,4.7,4.5,12,11,yellow,yellow
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2016,4.4,4.2,11,10,yellow,yellow
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2017,4.5,3.9,20,10,orange,green
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2018,4.7,3.8,30,11,red,yellow
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2019,4.8,3.9,30,12,red,yellow
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2020,4.9,3.9,31,11,red,yellow
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2021,4.6,3.8,27,10,orange,green
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2022,5.1,4.1,31,12,red,yellow
Lower Fraser Valley,Horseshoe Bay,Horseshoe Bay,PM25 SHARP5030,pm25,2023,4.8,4.6,16,14,yellow,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2013,5.2,5.2,14,14,yellow,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2014,5.9,5.9,16,16,yellow,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2015,6.9,6.8,20,20,orange,orange
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2016,6.3,6.2,19,19,yellow,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2017,6.3,6,24,19,orange,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2018,6.2,5.6,26,18,orange,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2019,6.4,5.8,27,19,orange,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2020,6.4,5.4,30,18,red,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2021,5.6,4.9,24,15,orange,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2022,5.5,4.6,25,15,orange,yellow
Lower Fraser Valley,Langley Central,Langley,PM25 SHARP5030,pm25,2023,5.2,4.9,20,18,orange,yellow
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2013,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2014,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2015,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2016,5.8,5.7,15,14,yellow,yellow
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2017,5.8,5.7,26,14,orange,yellow
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2018,6.4,5.8,33,16,red,yellow
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2019,6.8,6.2,34,18,red,yellow
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2020,7,5.9,36,17,red,yellow
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2021,6.3,5.5,28,15,red,yellow
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2022,6.8,5.6,33,15,red,yellow
Lower Fraser Valley,Mission School Works Yard,Mission,PM25_SHARP5030i,pm25,2023,6.3,5.7,23,17,orange,yellow
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2013,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2014,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2015,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2016,NA,NA,NA,NA,NA,NA
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2017,6.8,6.3,24,15,orange,yellow
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2018,7.2,6.4,27,17,orange,yellow
Lower Fraser Valley,New Westminster Sapperton Park,New Westminster,PM25_SHARP5030i,pm25,2019,7.2,6.5,27,17,orange,orange
