airzone,site,location,parameter,year,annual metric,1-hour,no adjustment
Southern Interior,Sparwood Centennial Square,Sparwood,no2,2017,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,no2,2018,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,no2,2019,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,no2,2020,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,no2,2021,NA,NA,NA
Southern Interior,Sparwood Centennial Square,Sparwood,no2,2022,5.8,NA,yellow
Southern Interior,Sparwood Centennial Square,Sparwood,no2,2023,5.2,29.8,yellow
Southern Interior,Vernon Science Centre,Vernon,no2,2013,9.1,36.1,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2014,9.6,34.4,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2015,9.8,33,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2016,NA,32.7,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2017,10.4,36.1,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2018,9.8,38,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2019,8.7,36.1,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2020,9.3,35.2,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2021,10,35,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2022,8.8,36.2,orange
Southern Interior,Vernon Science Centre,Vernon,no2,2023,8.6,35.6,orange
