site,tfee,instrument,year,latitude,longitude,pollutant,metric,metric_value,airzone,colour_order,colour,label,colour_text,labels,popup
Abbotsford Central,FALSE,PM25 SHARP5030,2018,49.0428,-122.3097,PM25,pm25_24h,26,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,TRUE,PM25 SHARP5030,2018,49.0428,-122.3097,PM25,pm25_annual,5.5,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,FALSE,NA,2018,49.0428,-122.3097,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Abbotsford-MillLake,green,Actions for Keeping Clean Areas Clean,Abbotsford Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Abbotsford Central,FALSE,NA,2019,49.0428,-122.3097,NO2,no2_ann,8.6,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,FALSE,NA,2019,49.0428,-122.3097,O3,o3_8h,60,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,TRUE,NA,2019,49.0428,-122.3097,O3,o3_8h,60,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,FALSE,PM25 SHARP5030,2019,49.0428,-122.3097,PM25,pm25_24h,27,Lower Fraser Valley,4,#A50026,Abbotsford-MillLake,red,Actions for Achieving Air Zone CAAQS,Abbotsford Central <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Abbotsford Central,TRUE,PM25 SHARP5030,2019,49.0428,-122.3097,PM25,pm25_annual,5.6,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,FALSE,NA,2019,49.0428,-122.3097,SO2,so2_ann,0.1,Lower Fraser Valley,1,#A6D96A,Abbotsford-MillLake,green,Actions for Keeping Clean Areas Clean,Abbotsford Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Abbotsford Central,FALSE,NA,2020,49.0428,-122.3097,NO2,no2_ann,7.7,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,FALSE,NA,2020,49.0428,-122.3097,O3,o3_8h,56,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,TRUE,NA,2020,49.0428,-122.3097,O3,o3_8h,56,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,FALSE,PM25 SHARP5030,2020,49.0428,-122.3097,PM25,pm25_24h,21,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,TRUE,PM25 SHARP5030,2020,49.0428,-122.3097,PM25,pm25_annual,5.3,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,FALSE,NA,2020,49.0428,-122.3097,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Abbotsford-MillLake,green,Actions for Keeping Clean Areas Clean,Abbotsford Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Abbotsford Central,FALSE,NA,2021,49.0428,-122.3097,NO2,no2_ann,7.4,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,FALSE,NA,2021,49.0428,-122.3097,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,TRUE,NA,2021,49.0428,-122.3097,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,FALSE,PM25 SHARP5030,2021,49.0428,-122.3097,PM25,pm25_annual,5.3,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,TRUE,PM25 SHARP5030,2021,49.0428,-122.3097,PM25,pm25_annual,4.9,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,FALSE,NA,2021,49.0428,-122.3097,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Abbotsford-MillLake,green,Actions for Keeping Clean Areas Clean,Abbotsford Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Abbotsford Central,FALSE,NA,2022,49.0428,-122.3097,NO2,no2_ann,7.9,Lower Fraser Valley,3,#F46D43,Abbotsford-MillLake,orange,Actions for Preventing CAAQS Exceedance,Abbotsford Central <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Abbotsford Central,FALSE,NA,2022,49.0428,-122.3097,O3,o3_8h,52,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,TRUE,NA,2022,49.0428,-122.3097,O3,o3_8h,52,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,FALSE,PM25 SHARP5030,2022,49.0428,-122.3097,PM25,pm25_annual,5.8,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,TRUE,PM25 SHARP5030,2022,49.0428,-122.3097,PM25,pm25_annual,5.4,Lower Fraser Valley,2,#FEE08B,Abbotsford-MillLake,yellow,Actions for Preventing Air Quality Deterioration,Abbotsford Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Abbotsford Central,FALSE,NA,2022,49.0428,-122.3097,SO2,so2_ann,0.3,Lower Fraser Valley,1,#A6D96A,Abbotsford-MillLake,green,Actions for Keeping Clean Areas Clean,Abbotsford Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Agassiz Municipal Hall,FALSE,NA,2013,49.238032,-121.762334,NO2,no2_ann,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> NO2 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,FALSE,NA,2013,49.238032,-121.762334,O3,o3_8h,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> O3 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,TRUE,NA,2013,49.238032,-121.762334,O3,o3_8h,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> O3 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,FALSE,PM25_SHARP5030i,2013,49.238032,-121.762334,PM25,pm25_annual,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> PM25 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,TRUE,PM25_SHARP5030i,2013,49.238032,-121.762334,PM25,pm25_annual,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> PM25 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,FALSE,NA,2014,49.238032,-121.762334,NO2,no2_ann,7.2,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,NA,2014,49.238032,-121.762334,O3,o3_8h,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> O3 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,TRUE,NA,2014,49.238032,-121.762334,O3,o3_8h,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> O3 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,FALSE,PM25_SHARP5030i,2014,49.238032,-121.762334,PM25,pm25_annual,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> PM25 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,TRUE,PM25_SHARP5030i,2014,49.238032,-121.762334,PM25,pm25_annual,NA,Lower Fraser Valley,0,#dbdbdb,Agassiz,grey,Insufficient Data,Agassiz Municipal Hall <br> PM25 Management Action: grey <br> Insufficient Data
Agassiz Municipal Hall,FALSE,NA,2015,49.238032,-121.762334,NO2,no2_ann,8,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,NA,2015,49.238032,-121.762334,O3,o3_8h,64,Lower Fraser Valley,4,#A50026,Agassiz,red,Actions for Achieving Air Zone CAAQS,Agassiz Municipal Hall <br> O3 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Agassiz Municipal Hall,TRUE,NA,2015,49.238032,-121.762334,O3,o3_8h,63,Lower Fraser Valley,4,#A50026,Agassiz,red,Actions for Achieving Air Zone CAAQS,Agassiz Municipal Hall <br> O3 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Agassiz Municipal Hall,FALSE,PM25_SHARP5030i,2015,49.238032,-121.762334,PM25,pm25_annual,6,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,TRUE,PM25_SHARP5030i,2015,49.238032,-121.762334,PM25,pm25_annual,5.9,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,FALSE,NA,2016,49.238032,-121.762334,NO2,no2_ann,7.7,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,NA,2016,49.238032,-121.762334,O3,o3_8h,58,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,TRUE,NA,2016,49.238032,-121.762334,O3,o3_8h,58,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,PM25_SHARP5030i,2016,49.238032,-121.762334,PM25,pm25_annual,5.7,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,TRUE,PM25_SHARP5030i,2016,49.238032,-121.762334,PM25,pm25_annual,5.6,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,FALSE,NA,2017,49.238032,-121.762334,NO2,no2_ann,7.7,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,NA,2017,49.238032,-121.762334,O3,o3_8h,60,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,TRUE,NA,2017,49.238032,-121.762334,O3,o3_8h,60,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,PM25_SHARP5030i,2017,49.238032,-121.762334,PM25,pm25_24h,28,Lower Fraser Valley,4,#A50026,Agassiz,red,Actions for Achieving Air Zone CAAQS,Agassiz Municipal Hall <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Agassiz Municipal Hall,TRUE,PM25_SHARP5030i,2017,49.238032,-121.762334,PM25,pm25_annual,5.4,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,FALSE,NA,2018,49.238032,-121.762334,NO2,no2_ann,8.1,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,NA,2018,49.238032,-121.762334,O3,o3_8h,60,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,TRUE,NA,2018,49.238032,-121.762334,O3,o3_8h,60,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,PM25_SHARP5030i,2018,49.238032,-121.762334,PM25,pm25_24h,32,Lower Fraser Valley,4,#A50026,Agassiz,red,Actions for Achieving Air Zone CAAQS,Agassiz Municipal Hall <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Agassiz Municipal Hall,TRUE,PM25_SHARP5030i,2018,49.238032,-121.762334,PM25,pm25_annual,5.4,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,FALSE,NA,2019,49.238032,-121.762334,NO2,no2_ann,7.2,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,NA,2019,49.238032,-121.762334,O3,o3_8h,61,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,TRUE,NA,2019,49.238032,-121.762334,O3,o3_8h,61,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,PM25_SHARP5030i,2019,49.238032,-121.762334,PM25,pm25_24h,32,Lower Fraser Valley,4,#A50026,Agassiz,red,Actions for Achieving Air Zone CAAQS,Agassiz Municipal Hall <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Agassiz Municipal Hall,TRUE,PM25_SHARP5030i,2019,49.238032,-121.762334,PM25,pm25_annual,5.5,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,FALSE,NA,2020,49.238032,-121.762334,NO2,no2_ann,6.8,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,FALSE,NA,2020,49.238032,-121.762334,O3,o3_8h,56,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,TRUE,NA,2020,49.238032,-121.762334,O3,o3_8h,54,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,FALSE,PM25_SHARP5030i,2020,49.238032,-121.762334,PM25,pm25_24h,29,Lower Fraser Valley,4,#A50026,Agassiz,red,Actions for Achieving Air Zone CAAQS,Agassiz Municipal Hall <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Agassiz Municipal Hall,TRUE,PM25_SHARP5030i,2020,49.238032,-121.762334,PM25,pm25_annual,5.5,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,FALSE,NA,2021,49.238032,-121.762334,NO2,no2_ann,7.1,Lower Fraser Valley,3,#F46D43,Agassiz,orange,Actions for Preventing CAAQS Exceedance,Agassiz Municipal Hall <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Agassiz Municipal Hall,FALSE,NA,2021,49.238032,-121.762334,O3,o3_8h,54,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Agassiz Municipal Hall,TRUE,NA,2021,49.238032,-121.762334,O3,o3_8h,52,Lower Fraser Valley,2,#FEE08B,Agassiz,yellow,Actions for Preventing Air Quality Deterioration,Agassiz Municipal Hall <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
