site,tfee,instrument,year,latitude,longitude,pollutant,metric,metric_value,airzone,colour_order,colour,label,colour_text,labels,popup
Langley Central,FALSE,PM25 SHARP5030,2013,49.0956,-122.5669,PM25,pm25_annual,5.2,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,TRUE,PM25 SHARP5030,2013,49.0956,-122.5669,PM25,pm25_annual,5.2,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2013,49.0956,-122.5669,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2014,49.0956,-122.5669,NO2,no2_ann,6.2,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2014,49.0956,-122.5669,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,TRUE,NA,2014,49.0956,-122.5669,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,PM25 SHARP5030,2014,49.0956,-122.5669,PM25,pm25_annual,5.9,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,TRUE,PM25 SHARP5030,2014,49.0956,-122.5669,PM25,pm25_annual,5.9,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2014,49.0956,-122.5669,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2015,49.0956,-122.5669,NO2,no2_ann,6.5,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2015,49.0956,-122.5669,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,TRUE,NA,2015,49.0956,-122.5669,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,PM25 SHARP5030,2015,49.0956,-122.5669,PM25,pm25_annual,6.9,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,PM25 SHARP5030,2015,49.0956,-122.5669,PM25,pm25_annual,6.8,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,FALSE,NA,2015,49.0956,-122.5669,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2016,49.0956,-122.5669,NO2,no2_ann,5.5,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2016,49.0956,-122.5669,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,TRUE,NA,2016,49.0956,-122.5669,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,PM25 SHARP5030,2016,49.0956,-122.5669,PM25,pm25_24h,19,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,PM25 SHARP5030,2016,49.0956,-122.5669,PM25,pm25_24h,19,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,FALSE,NA,2016,49.0956,-122.5669,SO2,so2_ann,0.1,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2017,49.0956,-122.5669,NO2,no2_ann,6.1,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2017,49.0956,-122.5669,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,TRUE,NA,2017,49.0956,-122.5669,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,PM25 SHARP5030,2017,49.0956,-122.5669,PM25,pm25_24h,24,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,PM25 SHARP5030,2017,49.0956,-122.5669,PM25,pm25_24h,19,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,FALSE,NA,2017,49.0956,-122.5669,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2018,49.0956,-122.5669,NO2,no2_ann,5.7,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2018,49.0956,-122.5669,O3,o3_8h,59,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,NA,2018,49.0956,-122.5669,O3,o3_8h,59,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,FALSE,PM25 SHARP5030,2018,49.0956,-122.5669,PM25,pm25_24h,26,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,PM25 SHARP5030,2018,49.0956,-122.5669,PM25,pm25_annual,5.6,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2018,49.0956,-122.5669,SO2,so2_ann,0.1,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2019,49.0956,-122.5669,NO2,no2_ann,6,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2019,49.0956,-122.5669,O3,o3_8h,59,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,NA,2019,49.0956,-122.5669,O3,o3_8h,59,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,FALSE,PM25 SHARP5030,2019,49.0956,-122.5669,PM25,pm25_24h,27,Lower Fraser Valley,4,#A50026,Langley,red,Actions for Achieving Air Zone CAAQS,Langley Central <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Langley Central,TRUE,PM25 SHARP5030,2019,49.0956,-122.5669,PM25,pm25_24h,19,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,FALSE,NA,2019,49.0956,-122.5669,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2020,49.0956,-122.5669,NO2,no2_ann,5.4,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2020,49.0956,-122.5669,O3,o3_8h,57,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,NA,2020,49.0956,-122.5669,O3,o3_8h,57,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,FALSE,PM25 SHARP5030,2020,49.0956,-122.5669,PM25,pm25_24h,30,Lower Fraser Valley,4,#A50026,Langley,red,Actions for Achieving Air Zone CAAQS,Langley Central <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Langley Central,TRUE,PM25 SHARP5030,2020,49.0956,-122.5669,PM25,pm25_annual,5.4,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2020,49.0956,-122.5669,SO2,so2_ann,0.1,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2021,49.0956,-122.5669,NO2,no2_ann,5.3,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2021,49.0956,-122.5669,O3,o3_8h,52,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,TRUE,NA,2021,49.0956,-122.5669,O3,o3_8h,52,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,PM25 SHARP5030,2021,49.0956,-122.5669,PM25,pm25_24h,24,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,PM25 SHARP5030,2021,49.0956,-122.5669,PM25,pm25_annual,4.9,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2021,49.0956,-122.5669,SO2,so2_ann,0.1,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Langley Central,FALSE,NA,2022,49.0956,-122.5669,NO2,no2_ann,6.1,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2022,49.0956,-122.5669,O3,o3_8h,54,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,TRUE,NA,2022,49.0956,-122.5669,O3,o3_8h,54,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,PM25 SHARP5030,2022,49.0956,-122.5669,PM25,pm25_24h,25,Lower Fraser Valley,3,#F46D43,Langley,orange,Actions for Preventing CAAQS Exceedance,Langley Central <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Langley Central,TRUE,PM25 SHARP5030,2022,49.0956,-122.5669,PM25,pm25_annual,4.8,Lower Fraser Valley,2,#FEE08B,Langley,yellow,Actions for Preventing Air Quality Deterioration,Langley Central <br> PM25 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Langley Central,FALSE,NA,2022,49.0956,-122.5669,SO2,so2_ann,0.2,Lower Fraser Valley,1,#A6D96A,Langley,green,Actions for Keeping Clean Areas Clean,Langley Central <br> SO2 Management Action: green <br> Actions for Keeping Clean Areas Clean
Lavington Baptist Church,FALSE,BAM1020,2015,50.23081,-119.10674,PM25,pm25_annual,NA,Southern Interior,0,#dbdbdb,Lavington,grey,Insufficient Data,Lavington Baptist Church <br> PM25 Management Action: grey <br> Insufficient Data
Lavington Baptist Church,TRUE,BAM1020,2015,50.23081,-119.10674,PM25,pm25_annual,NA,Southern Interior,0,#dbdbdb,Lavington,grey,Insufficient Data,Lavington Baptist Church <br> PM25 Management Action: grey <br> Insufficient Data
Lavington Baptist Church,FALSE,BAM1020,2016,50.23081,-119.10674,PM25,pm25_annual,NA,Southern Interior,0,#dbdbdb,Lavington,grey,Insufficient Data,Lavington Baptist Church <br> PM25 Management Action: grey <br> Insufficient Data
Lavington Baptist Church,TRUE,BAM1020,2016,50.23081,-119.10674,PM25,pm25_annual,NA,Southern Interior,0,#dbdbdb,Lavington,grey,Insufficient Data,Lavington Baptist Church <br> PM25 Management Action: grey <br> Insufficient Data
Lavington Baptist Church,FALSE,BAM1020,2017,50.23081,-119.10674,PM25,pm25_24h,42,Southern Interior,4,#A50026,Lavington,red,Actions for Achieving Air Zone CAAQS,Lavington Baptist Church <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Lavington Baptist Church,TRUE,BAM1020,2017,50.23081,-119.10674,PM25,pm25_annual,7.2,Southern Interior,3,#F46D43,Lavington,orange,Actions for Preventing CAAQS Exceedance,Lavington Baptist Church <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Lavington Baptist Church,FALSE,BAM1020,2018,50.23081,-119.10674,PM25,pm25_annual,10.5,Southern Interior,4,#A50026,Lavington,red,Actions for Achieving Air Zone CAAQS,Lavington Baptist Church <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Lavington Baptist Church,TRUE,BAM1020,2018,50.23081,-119.10674,PM25,pm25_annual,7.7,Southern Interior,3,#F46D43,Lavington,orange,Actions for Preventing CAAQS Exceedance,Lavington Baptist Church <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Lavington Baptist Church,FALSE,BAM1020,2019,50.23081,-119.10674,PM25,pm25_annual,12.6,Southern Interior,4,#A50026,Lavington,red,Actions for Achieving Air Zone CAAQS,Lavington Baptist Church <br> PM25 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Lavington Baptist Church,TRUE,BAM1020,2019,50.23081,-119.10674,PM25,pm25_annual,8.4,Southern Interior,3,#F46D43,Lavington,orange,Actions for Preventing CAAQS Exceedance,Lavington Baptist Church <br> PM25 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2013,49.215,-122.5819,NO2,no2_ann,8.1,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2013,49.215,-122.5819,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,TRUE,NA,2013,49.215,-122.5819,O3,o3_8h,50,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,FALSE,NA,2014,49.215,-122.5819,NO2,no2_ann,7.5,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2014,49.215,-122.5819,O3,o3_8h,51,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,TRUE,NA,2014,49.215,-122.5819,O3,o3_8h,51,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,FALSE,NA,2015,49.215,-122.5819,NO2,no2_ann,8.1,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2015,49.215,-122.5819,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,TRUE,NA,2015,49.215,-122.5819,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,FALSE,NA,2016,49.215,-122.5819,NO2,no2_ann,7.4,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2016,49.215,-122.5819,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,TRUE,NA,2016,49.215,-122.5819,O3,o3_8h,53,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> O3 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,FALSE,NA,2017,49.215,-122.5819,NO2,no2_ann,8.6,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2017,49.215,-122.5819,O3,o3_8h,58,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,TRUE,NA,2017,49.215,-122.5819,O3,o3_8h,58,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2018,49.215,-122.5819,NO2,no2_ann,7.8,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2019,49.215,-122.5819,NO2,no2_ann,8,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2019,49.215,-122.5819,O3,o3_8h,63,Lower Fraser Valley,4,#A50026,Maple Ridge,red,Actions for Achieving Air Zone CAAQS,Maple Ridge Golden Ears School <br> O3 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Maple Ridge Golden Ears School,TRUE,NA,2019,49.215,-122.5819,O3,o3_8h,63,Lower Fraser Valley,4,#A50026,Maple Ridge,red,Actions for Achieving Air Zone CAAQS,Maple Ridge Golden Ears School <br> O3 Management Action: red <br> Actions for Achieving Air Zone CAAQS
Maple Ridge Golden Ears School,FALSE,NA,2020,49.215,-122.5819,NO2,no2_1hr,32.6,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2020,49.215,-122.5819,O3,o3_8h,59,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,TRUE,NA,2020,49.215,-122.5819,O3,o3_8h,58,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2021,49.215,-122.5819,NO2,no2_ann,6.5,Lower Fraser Valley,2,#FEE08B,Maple Ridge,yellow,Actions for Preventing Air Quality Deterioration,Maple Ridge Golden Ears School <br> NO2 Management Action: yellow <br> Actions for Preventing Air Quality Deterioration
Maple Ridge Golden Ears School,FALSE,NA,2021,49.215,-122.5819,O3,o3_8h,57,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,TRUE,NA,2021,49.215,-122.5819,O3,o3_8h,56,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2022,49.215,-122.5819,NO2,no2_ann,7.7,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> NO2 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,FALSE,NA,2022,49.215,-122.5819,O3,o3_8h,61,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Maple Ridge Golden Ears School,TRUE,NA,2022,49.215,-122.5819,O3,o3_8h,61,Lower Fraser Valley,3,#F46D43,Maple Ridge,orange,Actions for Preventing CAAQS Exceedance,Maple Ridge Golden Ears School <br> O3 Management Action: orange <br> Actions for Preventing CAAQS Exceedance
Merritt Nicola Ave MAML,FALSE,NA,2022,50.112397,-120.788875,NO2,no2_ann,NA,Southern Interior,0,#dbdbdb,Merritt Nicola Ave MAML,grey,Insufficient Data,Merritt Nicola Ave MAML <br> NO2 Management Action: grey <br> Insufficient Data
Merritt Nicola Ave MAML,FALSE,NA,2022,50.112397,-120.788875,O3,o3_8h,NA,Southern Interior,0,#dbdbdb,Merritt Nicola Ave MAML,grey,Insufficient Data,Merritt Nicola Ave MAML <br> O3 Management Action: grey <br> Insufficient Data
Merritt Nicola Ave MAML,TRUE,NA,2022,50.112397,-120.788875,O3,o3_8h,NA,Southern Interior,0,#dbdbdb,Merritt Nicola Ave MAML,grey,Insufficient Data,Merritt Nicola Ave MAML <br> O3 Management Action: grey <br> Insufficient Data
Merritt Nicola Ave MAML,FALSE,PM25 SHARP5030,2022,50.112397,-120.788875,PM25,pm25_annual,NA,Southern Interior,0,#dbdbdb,Merritt Nicola Ave MAML,grey,Insufficient Data,Merritt Nicola Ave MAML <br> PM25 Management Action: grey <br> Insufficient Data
Merritt Nicola Ave MAML,TRUE,PM25 SHARP5030,2022,50.112397,-120.788875,PM25,pm25_annual,NA,Southern Interior,0,#dbdbdb,Merritt Nicola Ave MAML,grey,Insufficient Data,Merritt Nicola Ave MAML <br> PM25 Management Action: grey <br> Insufficient Data
Merritt Nicola Ave MAML,FALSE,NA,2022,50.112397,-120.788875,SO2,so2_ann,NA,Southern Interior,0,#dbdbdb,Merritt Nicola Ave MAML,grey,Insufficient Data,Merritt Nicola Ave MAML <br> SO2 Management Action: grey <br> Insufficient Data
Mission School Works Yard,FALSE,NA,2014,49.14149,-122.311078,NO2,no2_ann,NA,Lower Fraser Valley,0,#dbdbdb,Mission,grey,Insufficient Data,Mission School Works Yard <br> NO2 Management Action: grey <br> Insufficient Data
Mission School Works Yard,FALSE,NA,2014,49.14149,-122.311078,O3,o3_8h,NA,Lower Fraser Valley,0,#dbdbdb,Mission,grey,Insufficient Data,Mission School Works Yard <br> O3 Management Action: grey <br> Insufficient Data
